satisfaction,sex,customer_type,age,travel_type,class,flight_distance,seat_comfort,time_convenience,food_drink,gate_location,inflight_wifi,inflight_entertainment,online_support,ease_booking,onboard_service,leg_room,baggage_handling,checkin_service,cleanliness,online_boarding,departure_delay,arrival_delay
satisfied,Female,loyal,31,Business ,Business,4891,1,1,1,1,4,4,4,4,1,1,1,1,4,4,0,2
satisfied,Male,loyal,53,Business ,Business,3594,5,5,5,5,5,5,5,5,5,5,5,5,5,5,29,23
dissatisfied,Female,loyal,52,Business ,Eco,53,2,2,2,2,5,3,3,2,2,2,2,1,2,4,25,22
dissatisfied,Male,loyal,37,Business ,Eco,1590,3,1,1,1,3,3,3,3,3,2,3,1,4,3,14,5
satisfied,Male,loyal,40,Personal ,Eco,1981,5,5,5,2,3,5,3,3,5,3,3,4,1,3,0,0
satisfied,Male,loyal,53,Business ,Business,332,1,1,1,1,3,4,4,4,4,5,4,3,4,5,0,0
satisfied,Female,loyal,32,Personal ,Eco,2423,3,3,3,3,3,5,4,3,3,2,3,5,3,4,11,5
satisfied,Female,loyal,35,Personal ,Business,1341,4,4,4,4,2,4,4,3,3,2,3,4,3,3,0,0
dissatisfied,Male,loyal,25,Business ,Business,1752,2,2,2,2,2,2,2,2,3,5,3,1,3,2,71,61
satisfied,Male,loyal,13,Personal ,Eco,3618,5,4,5,4,2,5,4,2,3,1,3,3,4,2,0,0
satisfied,Male,loyal,59,Business ,Business,235,0,3,0,4,3,4,2,5,5,5,5,4,5,2,0,0
dissatisfied,Female,disloyal,45,Business ,Eco,1834,2,1,2,3,5,2,5,5,1,2,2,1,2,5,0,0
dissatisfied,Female,loyal,8,Personal ,Eco Plus,1441,4,4,4,2,3,4,3,3,4,4,5,4,5,3,0,0
satisfied,Male,disloyal,27,Business ,Business,1341,5,5,5,3,1,5,1,1,3,3,4,4,4,1,0,0
satisfied,Male,loyal,36,Business ,Business,336,4,4,2,4,2,1,3,4,4,4,4,3,4,4,2,28
satisfied,Male,loyal,48,Business ,Business,2886,2,2,2,2,2,5,4,4,4,4,4,5,4,3,12,27
dissatisfied,Male,loyal,41,Business ,Business,2298,1,5,2,5,2,3,3,1,1,1,1,4,1,2,8,0
satisfied,Female,loyal,23,Business ,Business,3138,0,5,0,4,5,5,5,5,4,3,1,3,5,5,0,0
dissatisfied,Female,disloyal,32,Business ,Eco,1581,2,0,2,3,2,2,3,2,5,1,1,1,3,2,0,0
satisfied,Female,loyal,49,Business ,Business,1815,3,3,3,3,3,5,4,3,3,3,3,2,3,3,19,0
satisfied,Female,loyal,44,Personal ,Eco,1143,5,2,4,2,5,5,5,5,4,3,5,3,5,5,0,31
dissatisfied,Female,disloyal,36,Business ,Business,1419,3,3,3,3,2,3,4,2,5,5,4,5,5,2,5,4
satisfied,Female,loyal,69,Personal ,Eco,2513,2,2,2,2,5,4,5,5,5,5,5,5,5,5,9,4
dissatisfied,Male,disloyal,22,Business ,Eco,1922,1,1,1,3,2,1,2,2,1,4,3,1,4,2,5,0
satisfied,Male,loyal,47,Business ,Business,857,3,3,5,3,5,5,5,2,2,2,2,5,2,3,14,0
satisfied,Female,loyal,29,Business ,Business,3720,3,3,3,3,5,5,5,5,5,4,4,3,5,5,1,0
dissatisfied,Male,loyal,48,Business ,Business,431,1,2,2,2,4,3,4,1,1,1,1,2,1,1,0,0
satisfied,Male,loyal,34,Business ,Business,2879,3,3,3,3,2,4,4,5,5,5,5,4,5,5,0,1
satisfied,Male,disloyal,57,Business ,Business,1586,2,2,2,2,5,2,5,5,5,3,3,1,2,5,0,0
satisfied,Female,loyal,40,Personal ,Eco,3008,4,5,4,1,2,4,3,2,1,5,3,3,3,2,0,0
satisfied,Female,loyal,9,Personal ,Eco,1816,4,4,4,4,4,4,4,5,5,5,5,3,5,3,0,0
satisfied,Female,loyal,50,Business ,Business,650,4,4,4,4,2,5,4,4,4,4,4,5,4,3,0,0
dissatisfied,Male,loyal,39,Business ,Business,3175,3,2,2,2,2,2,3,2,2,1,3,4,2,1,74,73
dissatisfied,Female,loyal,49,Business ,Business,4358,2,3,3,3,2,2,2,1,1,3,3,2,2,2,145,136
dissatisfied,Female,disloyal,36,Business ,Eco,2184,3,1,3,4,3,3,3,3,3,1,4,3,4,3,42,35
dissatisfied,Female,loyal,46,Business ,Eco,861,1,4,4,4,2,3,4,1,1,1,1,4,1,4,0,12
dissatisfied,Female,loyal,34,Business ,Business,434,1,2,2,2,1,4,3,1,1,1,1,1,1,4,0,0
satisfied,Male,loyal,42,Business ,Business,1936,3,3,3,3,3,4,5,5,5,5,5,3,5,4,2,0
dissatisfied,Male,loyal,66,Personal ,Eco,4024,3,5,3,5,3,1,1,5,1,4,3,1,5,1,0,0
dissatisfied,Male,loyal,8,Personal ,Eco,1921,1,4,0,1,2,0,2,2,4,1,1,4,1,2,0,0
dissatisfied,Female,loyal,40,Business ,Eco,2909,4,5,5,5,4,4,4,4,4,5,4,1,3,4,2,0
dissatisfied,Male,loyal,7,Personal ,Eco,1255,3,3,3,3,2,3,2,2,4,1,1,3,3,2,0,0
dissatisfied,Male,loyal,34,Personal ,Eco,2596,1,2,1,3,4,1,4,4,1,4,3,2,3,4,1,0
dissatisfied,Male,loyal,18,Personal ,Eco,1694,2,5,2,2,1,2,1,1,5,5,5,3,4,1,1,0
dissatisfied,Male,disloyal,22,Business ,Eco,2649,1,1,1,4,4,1,4,4,2,2,1,5,1,4,0,0
satisfied,Male,loyal,51,Business ,Business,2137,2,2,2,2,5,5,4,5,5,5,5,5,5,5,0,0
dissatisfied,Male,loyal,61,Personal ,Eco,1774,4,0,4,3,1,4,1,1,4,5,4,3,4,1,18,10
dissatisfied,Male,disloyal,29,Business ,Eco,1178,4,5,4,2,1,4,1,1,3,1,5,4,5,1,0,0
dissatisfied,Male,loyal,24,Personal ,Eco,2220,2,5,2,4,3,2,3,3,3,3,5,5,4,3,0,0
dissatisfied,Male,loyal,64,Personal ,Eco,1912,3,4,4,4,4,4,4,4,4,4,4,3,4,4,9,10
dissatisfied,Female,loyal,54,Business ,Business,2492,1,5,4,5,3,3,4,1,1,1,1,2,1,1,0,0
satisfied,Female,loyal,27,Business ,Business,3937,3,3,3,3,4,4,4,4,4,2,2,5,5,4,0,0
satisfied,Female,loyal,47,Business ,Business,2101,2,2,3,2,5,4,5,2,2,2,2,4,2,4,0,0
dissatisfied,Male,loyal,22,Personal ,Business,1981,1,2,1,4,5,1,5,5,2,3,4,1,3,5,44,42
satisfied,Male,loyal,56,Business ,Business,2758,2,2,2,2,4,4,4,4,4,4,4,5,4,3,0,0
satisfied,Male,loyal,31,Business ,Business,4692,5,5,5,5,4,4,4,4,4,2,4,3,5,4,0,0
satisfied,Female,loyal,58,Business ,Eco,361,5,4,4,4,1,5,2,5,5,5,5,4,5,2,36,25
dissatisfied,Male,loyal,16,Personal ,Eco,1165,3,4,3,4,5,3,5,5,5,4,5,4,5,5,0,0
satisfied,Female,loyal,29,Personal ,Eco,2567,2,2,5,2,1,5,3,5,5,5,5,1,5,5,37,38
dissatisfied,Female,disloyal,24,Business ,Eco,1643,2,4,3,4,5,3,5,5,2,2,4,1,3,5,20,13
satisfied,Male,loyal,26,Business ,Eco,2193,0,5,0,4,2,0,3,2,4,3,2,1,3,2,0,0
dissatisfied,Female,disloyal,22,Business ,Eco,2920,3,3,3,1,5,3,5,5,5,5,4,3,4,5,0,0
satisfied,Male,loyal,68,Business ,Eco,2109,4,4,4,4,4,4,4,4,4,3,2,3,5,4,2,0
dissatisfied,Male,loyal,41,Business ,Business,3196,2,1,1,1,5,4,3,2,2,2,2,1,2,3,0,0
satisfied,Male,loyal,62,Personal ,Eco,1853,4,4,4,2,2,4,2,2,5,5,4,3,4,2,16,0
satisfied,Male,loyal,40,Business ,Business,3296,5,3,5,5,3,5,5,4,4,4,4,4,4,4,27,27
dissatisfied,Female,disloyal,34,Business ,Eco,3638,1,2,2,3,1,1,1,1,4,1,4,3,4,1,2,0
dissatisfied,Male,disloyal,20,Business ,Eco,2291,2,2,2,5,1,2,1,1,5,4,5,4,4,1,0,0
dissatisfied,Male,loyal,15,Personal ,Eco Plus,3165,1,4,1,4,3,1,3,3,3,4,3,4,3,3,0,0
satisfied,Male,loyal,46,Business ,Business,3839,1,1,1,1,4,5,5,5,5,4,5,4,5,3,0,0
satisfied,Female,loyal,62,Business ,Business,3257,2,2,2,2,5,4,4,4,4,4,4,4,4,5,19,16
satisfied,Male,loyal,56,Business ,Eco Plus,1706,4,4,4,4,4,4,4,4,5,2,5,4,4,4,0,3
satisfied,Male,loyal,45,Business ,Eco,1454,4,2,2,2,4,4,4,4,5,1,4,3,2,4,0,0
dissatisfied,Male,loyal,39,Business ,Business,279,2,5,5,5,2,4,4,2,2,2,2,2,2,4,51,55
dissatisfied,Male,loyal,14,Personal ,Eco,2570,1,3,1,4,4,1,4,4,3,1,4,2,4,4,9,20
dissatisfied,Male,loyal,56,Personal ,Eco,1571,2,5,2,2,3,2,3,3,5,4,5,4,5,3,5,0
dissatisfied,Male,loyal,55,Business ,Eco,1609,2,1,3,1,2,2,2,2,3,1,3,3,3,2,6,7
dissatisfied,Female,loyal,35,Business ,Eco,1875,3,1,1,1,3,3,3,3,1,5,3,4,3,3,0,0
dissatisfied,Male,loyal,70,Personal ,Eco Plus,2386,4,2,4,4,3,4,3,3,1,4,3,4,3,3,18,38
dissatisfied,Male,loyal,40,Personal ,Eco Plus,1500,3,0,3,3,5,3,5,5,4,2,5,4,5,5,0,0
satisfied,Female,loyal,15,Personal ,Eco,1841,4,4,1,4,3,4,5,5,5,5,5,5,5,5,1,0
satisfied,Female,disloyal,54,Business ,Business,1725,4,4,4,4,2,4,2,2,3,4,5,3,4,2,3,4
satisfied,Female,loyal,58,Business ,Business,212,4,4,4,4,3,4,4,4,4,4,4,3,4,5,5,0
dissatisfied,Male,loyal,19,Personal ,Eco,1460,2,2,2,3,5,2,4,5,2,1,3,4,3,5,1,7
dissatisfied,Female,loyal,61,Personal ,Eco,95,4,4,4,3,2,4,4,4,4,4,4,3,4,5,0,0
satisfied,Male,loyal,37,Business ,Business,3785,4,4,4,4,4,5,4,4,4,4,4,5,4,4,1,9
satisfied,Female,loyal,53,Personal ,Eco Plus,1008,2,2,2,2,2,5,5,5,5,5,5,5,5,3,0,0
satisfied,Female,loyal,61,Personal ,Eco Plus,1485,5,5,5,5,5,5,5,5,2,3,2,5,3,5,15,23
satisfied,Female,loyal,41,Business ,Business,453,3,5,3,3,1,4,1,4,4,4,4,2,4,2,0,0
satisfied,Female,loyal,58,Personal ,Eco,827,4,4,4,4,5,5,5,5,5,2,4,3,4,5,25,19
satisfied,Male,loyal,37,Business ,Business,252,1,1,1,1,4,5,4,4,4,4,4,5,4,5,0,0
satisfied,Female,loyal,60,Business ,Business,431,2,2,2,2,3,5,4,4,4,4,4,5,4,5,0,0
dissatisfied,Male,loyal,35,Personal ,Eco,1336,2,3,2,4,3,2,2,3,1,4,3,1,3,3,0,23
dissatisfied,Male,loyal,55,Personal ,Eco,2046,3,4,3,3,3,3,3,3,3,4,4,4,4,3,69,83
dissatisfied,Female,disloyal,50,Business ,Business,2638,1,1,1,4,1,1,1,1,4,2,5,4,4,1,1,4
satisfied,Male,disloyal,29,Business ,Business,2985,4,4,4,3,3,4,3,3,3,2,4,5,4,3,0,0
satisfied,Male,loyal,34,Business ,Business,3871,5,5,5,5,1,4,1,2,2,2,2,2,2,1,0,6
satisfied,Female,loyal,15,Personal ,Eco,1768,2,2,2,2,3,2,2,5,5,5,5,4,5,3,0,0
satisfied,Male,loyal,54,Business ,Business,523,3,3,3,3,3,5,5,5,5,5,5,5,5,5,0,1
dissatisfied,Male,disloyal,29,Business ,Business,3042,4,4,4,3,3,4,3,3,3,5,3,4,5,3,0,0
satisfied,Male,loyal,60,Business ,Business,1533,1,1,2,1,2,4,5,4,4,4,4,5,4,3,0,0
dissatisfied,Male,loyal,19,Business ,Eco,2402,3,2,2,2,3,3,1,3,4,1,4,4,3,3,0,10
dissatisfied,Male,loyal,41,Personal ,Eco Plus,1894,1,5,1,1,5,1,5,5,5,2,5,3,5,5,0,0
satisfied,Female,loyal,46,Business ,Business,3047,1,1,4,1,2,5,4,4,4,5,4,3,4,3,2,1
dissatisfied,Female,loyal,49,Business ,Business,390,1,3,3,3,5,2,3,1,1,1,1,1,1,2,67,61
satisfied,Female,loyal,51,Business ,Eco,412,3,1,1,1,2,2,5,3,3,3,3,4,3,1,0,0
dissatisfied,Female,disloyal,22,Business ,Eco,2105,4,4,4,4,3,4,3,3,5,4,5,4,5,3,0,0
dissatisfied,Female,disloyal,25,Business ,Eco,1637,2,0,2,3,1,2,1,1,3,1,5,2,2,1,11,10
satisfied,Female,loyal,50,Business ,Business,1683,5,5,5,5,5,4,5,4,4,4,4,4,4,5,0,0
dissatisfied,Female,disloyal,25,Business ,Eco,1361,3,2,3,4,4,3,5,4,2,3,3,2,3,4,0,0
dissatisfied,Male,loyal,58,Personal ,Eco,2214,3,4,3,3,4,3,4,4,4,2,5,5,4,4,52,54
dissatisfied,Male,loyal,68,Personal ,Eco,2355,1,4,1,3,5,1,5,5,3,5,4,5,4,5,35,22
dissatisfied,Male,disloyal,21,Business ,Eco,1656,3,0,3,2,1,3,1,1,4,1,2,1,4,1,0,0
dissatisfied,Male,disloyal,27,Business ,Eco,2188,3,3,3,3,2,3,2,2,1,5,3,3,4,2,17,15
dissatisfied,Male,loyal,8,Personal ,Eco Plus,1747,3,4,3,4,2,3,2,2,5,3,4,1,1,2,0,14
dissatisfied,Male,loyal,48,Personal ,Eco,2479,4,5,4,3,2,4,2,2,5,4,4,4,4,2,16,23
satisfied,Female,loyal,59,Business ,Business,2124,5,5,5,5,5,5,5,3,2,4,4,5,3,5,144,128
dissatisfied,Male,loyal,25,Personal ,Eco,1668,1,3,1,4,3,1,3,3,1,3,3,4,4,3,0,0
satisfied,Female,loyal,25,Business ,Business,2680,3,3,3,3,5,5,5,5,3,2,4,3,4,5,0,0
dissatisfied,Female,loyal,65,Personal ,Eco Plus,1153,4,2,4,3,3,3,4,4,4,4,3,3,4,3,0,0
satisfied,Female,loyal,51,Personal ,Eco,634,2,2,2,2,4,4,4,4,5,3,4,4,5,4,0,0
dissatisfied,Female,disloyal,18,Business ,Eco,2191,4,4,4,3,5,4,5,5,3,2,4,2,3,5,0,0
satisfied,Male,loyal,57,Business ,Business,1032,4,4,4,4,5,5,4,5,5,5,5,5,5,5,3,0
dissatisfied,Female,disloyal,32,Business ,Business,1930,2,2,2,2,5,2,5,5,4,2,4,4,5,5,7,0
satisfied,Male,loyal,63,Business ,Business,1506,2,2,2,2,5,5,5,4,4,4,4,4,4,3,21,13
dissatisfied,Male,loyal,25,Personal ,Eco,2260,3,1,3,3,2,3,2,2,4,5,4,2,3,2,0,0
satisfied,Male,loyal,52,Business ,Business,3596,0,0,0,2,2,5,5,5,5,4,4,3,5,5,0,0
dissatisfied,Female,disloyal,42,Business ,Eco Plus,1406,3,3,3,3,5,3,5,5,1,4,5,4,1,5,0,0
satisfied,Female,loyal,12,Personal ,Eco,4729,2,2,2,2,4,4,4,4,4,5,5,5,4,4,0,32
dissatisfied,Male,loyal,53,Business ,Eco,1323,1,4,4,4,1,1,1,1,1,1,3,1,4,1,12,2
satisfied,Male,disloyal,24,Business ,Eco,1380,4,0,4,5,2,4,2,2,4,5,4,5,4,2,7,0
satisfied,Female,loyal,56,Business ,Business,2554,4,4,4,4,2,4,4,4,4,4,5,5,4,5,1,0
satisfied,Female,loyal,36,Personal ,Eco,1829,5,2,2,2,5,5,5,5,5,2,4,4,5,5,0,0
dissatisfied,Female,loyal,40,Business ,Eco,2631,1,5,5,5,1,1,1,1,4,4,4,2,3,1,0,0
dissatisfied,Male,loyal,9,Personal ,Eco,1581,1,5,1,1,5,1,5,5,4,5,5,3,4,5,0,0
satisfied,Male,loyal,59,Business ,Business,2576,1,1,1,1,4,5,4,5,5,5,5,4,5,3,10,8
satisfied,Female,disloyal,27,Business ,Business,2189,5,5,5,2,3,5,3,3,5,3,3,3,4,3,16,0
dissatisfied,Female,disloyal,28,Business ,Business,1676,1,1,1,3,5,1,5,5,3,5,5,3,4,5,0,0
dissatisfied,Male,disloyal,8,Business ,Business,2945,3,4,3,2,2,3,2,2,4,2,4,4,4,2,1,0
satisfied,Female,loyal,39,Business ,Business,2174,5,5,5,5,2,3,5,4,4,4,4,3,4,5,18,20
satisfied,Female,loyal,50,Personal ,Eco,74,4,4,3,3,2,4,1,4,4,4,4,5,4,5,0,0
satisfied,Male,disloyal,25,Business ,Business,1304,4,0,3,5,2,3,2,2,4,3,4,4,4,2,0,0
dissatisfied,Male,loyal,42,Personal ,Eco,865,4,3,4,3,2,4,2,2,4,1,3,3,3,2,0,0
dissatisfied,Female,disloyal,18,Business ,Eco,1546,3,1,3,3,4,3,4,4,1,1,2,2,2,4,0,0
satisfied,Male,loyal,56,Business ,Business,276,1,1,1,1,5,3,4,5,5,5,5,1,5,2,0,0
dissatisfied,Female,loyal,22,Business ,Eco Plus,1787,3,5,5,5,3,3,1,3,2,5,4,2,4,3,0,0
dissatisfied,Male,loyal,9,Personal ,Eco,1811,1,3,0,2,5,0,5,5,3,4,3,4,2,5,26,26
satisfied,Male,loyal,59,Business ,Business,463,5,5,5,5,2,4,5,2,2,2,2,4,2,4,0,10
satisfied,Female,loyal,43,Business ,Eco,82,5,4,4,4,2,3,1,5,5,5,5,1,5,1,0,0
satisfied,Male,loyal,42,Business ,Business,538,2,2,2,2,1,5,3,5,5,5,5,4,5,3,0,0
satisfied,Female,loyal,25,Personal ,Eco Plus,2515,0,5,0,2,4,0,4,4,2,3,4,5,3,4,0,0
satisfied,Male,loyal,44,Business ,Eco,1746,5,1,1,1,5,5,5,5,5,5,1,5,1,5,19,63
dissatisfied,Male,loyal,50,Business ,Eco Plus,1391,3,5,5,5,3,3,3,3,4,1,4,3,4,3,0,0
satisfied,Female,loyal,53,Personal ,Eco,1041,4,1,3,1,2,3,5,4,4,4,4,1,4,4,0,0
satisfied,Male,loyal,34,Business ,Business,452,5,5,5,5,4,4,5,4,4,4,4,5,4,4,4,30
satisfied,Male,loyal,52,Business ,Business,811,3,3,3,3,2,4,5,5,5,5,5,5,5,5,0,0
satisfied,Male,disloyal,43,Business ,Business,2142,5,5,5,4,5,2,5,4,4,4,5,5,4,5,167,188
satisfied,Male,loyal,51,Business ,Business,2115,2,2,2,2,5,5,5,5,5,5,5,5,5,3,0,0
satisfied,Female,loyal,60,Personal ,Eco,786,4,4,4,1,2,4,2,2,4,2,4,3,4,2,19,27
dissatisfied,Female,disloyal,38,Business ,Business,1602,4,4,4,1,2,4,2,2,5,3,5,3,4,2,3,0
satisfied,Male,loyal,12,Business ,Business,3451,2,2,2,2,4,4,4,4,5,4,4,4,5,4,0,0
satisfied,Male,loyal,35,Business ,Business,2419,3,3,3,3,1,4,3,4,4,4,4,3,4,3,0,0
dissatisfied,Male,loyal,37,Personal ,Eco,2005,2,5,2,2,2,2,2,2,3,3,4,5,5,2,18,4
satisfied,Female,loyal,18,Personal ,Eco,2414,0,0,0,3,3,5,5,4,4,3,3,3,4,3,0,0
dissatisfied,Male,disloyal,57,Business ,Eco Plus,1205,2,2,2,4,4,2,4,4,3,5,4,2,2,4,14,14
satisfied,Male,loyal,54,Business ,Business,224,2,2,4,2,5,5,5,4,4,4,5,3,4,4,0,0
dissatisfied,Male,loyal,53,Personal ,Eco Plus,2128,1,2,2,4,1,2,1,1,2,1,3,1,4,1,7,0
dissatisfied,Female,disloyal,23,Business ,Eco,1943,2,2,2,3,3,2,3,3,3,2,3,1,3,3,0,2
satisfied,Male,loyal,53,Business ,Business,2541,1,1,4,1,2,3,4,4,4,4,4,5,4,4,0,9
dissatisfied,Male,loyal,50,Personal ,Eco,2052,3,4,3,2,2,3,2,2,4,2,5,3,5,2,13,6
dissatisfied,Female,loyal,60,Personal ,Eco,909,4,5,4,4,3,4,5,3,3,4,3,3,3,3,42,69
dissatisfied,Male,disloyal,23,Business ,Eco,2370,2,0,2,2,2,5,5,1,2,5,2,5,2,5,154,176
satisfied,Male,loyal,22,Business ,Eco Plus,2874,5,3,3,3,5,5,5,5,4,1,1,1,2,5,0,1
satisfied,Female,loyal,51,Business ,Business,632,4,4,4,4,2,2,3,4,4,4,4,1,4,2,50,73
satisfied,Male,loyal,26,Business ,Business,4615,4,4,4,4,4,4,4,4,3,2,4,1,5,4,17,6
dissatisfied,Female,disloyal,39,Business ,Business,1569,3,3,3,1,2,3,2,2,3,3,4,3,5,2,0,0
dissatisfied,Male,loyal,13,Personal ,Eco,1688,2,4,2,3,1,2,1,1,3,3,5,5,5,1,0,0
satisfied,Male,loyal,40,Business ,Business,3105,1,1,1,1,3,5,5,5,5,5,5,5,5,3,0,0
satisfied,Female,loyal,52,Business ,Business,3106,3,3,3,3,4,5,4,4,4,4,4,4,4,3,1,0
dissatisfied,Male,loyal,42,Personal ,Eco,1812,2,3,2,2,1,2,1,1,5,1,2,3,4,1,0,2
satisfied,Male,loyal,25,Business ,Business,3953,4,4,4,4,4,4,4,4,3,3,4,3,5,4,0,0
dissatisfied,Male,loyal,37,Business ,Eco,1817,2,5,2,5,2,2,2,2,3,4,2,2,2,2,55,48
dissatisfied,Female,loyal,47,Business ,Business,3672,2,2,2,2,1,4,3,2,2,2,2,3,2,4,0,0
satisfied,Male,loyal,20,Personal ,Eco,1867,5,5,5,5,3,5,3,3,5,3,5,5,5,3,0,0
satisfied,Male,loyal,43,Business ,Business,544,3,3,3,3,5,4,5,3,3,3,3,4,3,3,11,0
satisfied,Female,loyal,50,Business ,Business,772,4,4,4,4,4,5,5,5,5,5,5,4,5,3,0,2
satisfied,Female,loyal,22,Personal ,Eco,2287,1,1,1,1,4,1,5,5,5,5,5,4,5,3,2,2
satisfied,Male,loyal,48,Business ,Business,2812,3,3,3,3,5,5,4,4,4,4,4,5,4,3,0,0
dissatisfied,Male,disloyal,20,Business ,Eco,1612,2,1,2,3,5,2,5,5,1,1,4,3,4,5,2,0
satisfied,Female,loyal,58,Personal ,Eco,1232,5,2,2,2,5,5,5,5,2,3,2,3,1,5,0,0
dissatisfied,Male,loyal,29,Personal ,Eco,2113,2,1,4,2,3,4,4,3,3,3,2,1,1,3,19,29
satisfied,Female,loyal,57,Business ,Business,578,2,2,2,2,5,5,5,4,4,4,4,5,4,4,3,0
dissatisfied,Male,loyal,49,Personal ,Eco,1910,3,4,3,5,1,3,1,1,5,2,5,5,4,1,13,15
satisfied,Male,loyal,51,Business ,Eco,2539,5,1,5,1,5,5,5,2,3,5,3,5,3,5,0,7
satisfied,Male,loyal,37,Business ,Business,2897,2,2,2,2,2,5,4,5,5,5,5,5,5,4,0,11
dissatisfied,Male,loyal,33,Business ,Business,4021,4,4,5,5,4,4,4,4,1,4,3,1,4,4,0,0
satisfied,Female,loyal,60,Personal ,Eco,555,4,4,4,4,3,3,5,4,4,4,4,4,4,5,0,0
satisfied,Male,loyal,60,Business ,Business,1706,1,1,4,1,3,5,4,5,5,5,5,5,5,5,0,0
dissatisfied,Male,disloyal,25,Business ,Eco Plus,1930,2,2,2,4,1,2,1,1,1,4,3,2,3,1,0,3
dissatisfied,Male,loyal,12,Business ,Business,2939,3,2,2,2,3,3,3,3,1,3,3,1,4,3,0,0
satisfied,Male,loyal,45,Business ,Business,65,1,1,1,1,1,3,5,4,4,4,3,3,4,5,32,45
satisfied,Male,loyal,23,Business ,Business,2171,5,5,5,5,4,4,4,4,5,5,4,5,4,4,0,0
dissatisfied,Male,loyal,59,Personal ,Eco,3180,2,4,2,1,2,2,2,2,4,3,3,5,4,2,0,0
dissatisfied,Male,loyal,32,Business ,Eco Plus,1896,2,2,2,2,2,2,2,2,3,3,3,4,3,2,12,4
satisfied,Male,loyal,55,Business ,Business,506,2,2,2,2,5,5,5,5,5,5,5,3,5,1,0,0
satisfied,Female,loyal,42,Business ,Business,3698,1,1,1,1,5,5,5,4,4,4,4,5,4,3,0,0
satisfied,Female,loyal,34,Personal ,Eco,1620,4,4,4,4,5,4,5,5,1,4,5,5,4,5,13,26
satisfied,Female,loyal,40,Business ,Business,4484,2,2,2,2,4,4,4,3,3,4,5,4,3,4,319,295
dissatisfied,Female,disloyal,27,Business ,Eco,1887,1,1,1,4,5,1,5,5,4,2,4,4,3,5,0,0
satisfied,Female,loyal,58,Business ,Business,496,5,5,5,5,5,4,4,3,3,4,3,5,3,3,64,62
satisfied,Male,loyal,35,Business ,Eco,1658,4,3,5,3,4,4,4,4,2,2,2,3,1,4,74,79
dissatisfied,Male,loyal,55,Business ,Eco,1747,3,1,4,1,3,3,3,3,4,5,3,4,3,3,0,0
dissatisfied,Male,loyal,35,Business ,Eco,2618,1,1,1,1,1,1,1,1,3,4,4,2,3,1,0,15
satisfied,Male,loyal,54,Business ,Eco,2188,4,2,2,2,4,4,4,4,4,5,2,5,1,4,0,0
satisfied,Male,loyal,46,Business ,Business,1797,4,4,4,4,1,3,1,5,5,5,5,2,5,3,6,0
dissatisfied,Male,loyal,20,Personal ,Eco Plus,2047,3,3,3,1,3,3,2,3,3,2,5,3,3,3,0,0
dissatisfied,Male,loyal,32,Personal ,Eco,1804,3,3,3,3,5,3,5,5,4,1,3,4,3,5,0,0
satisfied,Male,loyal,47,Business ,Eco,2554,3,2,2,2,3,3,3,3,3,3,1,4,4,3,18,18
satisfied,Male,loyal,27,Business ,Business,3129,4,4,3,4,5,5,5,5,5,4,5,4,5,5,29,20
dissatisfied,Male,loyal,51,Personal ,Eco,1777,2,4,2,3,1,2,1,1,4,4,4,5,4,1,0,0
dissatisfied,Female,loyal,63,Personal ,Eco,507,4,3,4,2,4,1,3,2,2,4,4,2,2,4,11,11
dissatisfied,Female,disloyal,54,Business ,Eco,3093,2,2,2,4,3,2,2,3,3,2,4,2,2,3,0,0
satisfied,Female,loyal,70,Business ,Business,56,3,3,3,3,2,4,4,4,4,4,5,5,4,4,3,3
satisfied,Female,loyal,8,Business ,Business,3268,2,2,2,2,4,4,4,4,4,5,4,5,4,4,0,4
dissatisfied,Male,loyal,27,Business ,Eco,2106,2,1,1,1,2,2,2,2,4,2,2,4,3,2,112,108
dissatisfied,Male,loyal,49,Personal ,Eco,2164,2,4,1,2,4,1,4,4,4,3,3,1,4,4,0,0
satisfied,Male,loyal,39,Business ,Business,1159,5,5,5,5,4,4,4,3,3,3,3,3,3,4,2,6
satisfied,Female,loyal,25,Personal ,Eco,1510,5,5,5,5,2,4,5,4,4,4,4,5,4,3,0,0
dissatisfied,Female,disloyal,23,Business ,Eco,1600,2,3,2,4,2,2,1,2,3,4,3,3,3,2,0,11
dissatisfied,Female,loyal,59,Business ,Business,2663,2,4,4,4,2,2,2,4,2,2,2,2,3,2,0,0
dissatisfied,Female,disloyal,26,Business ,Eco,2451,2,2,2,1,5,2,4,5,4,1,1,4,3,5,0,0
dissatisfied,Female,loyal,54,Business ,Business,361,4,1,1,1,3,3,3,4,4,4,4,3,4,1,2,0
dissatisfied,Male,loyal,38,Business ,Eco,2187,1,5,5,5,1,1,1,1,3,2,3,3,3,1,0,0
satisfied,Female,loyal,47,Personal ,Eco,524,3,5,3,3,5,4,5,4,4,4,4,4,4,5,0,0
dissatisfied,Male,loyal,35,Business ,Eco,1320,3,1,2,1,3,3,3,3,1,4,4,2,4,3,0,0
dissatisfied,Female,loyal,33,Business ,Business,2432,1,5,5,5,4,3,3,1,1,1,1,2,1,2,0,9
satisfied,Female,loyal,47,Business ,Business,940,5,5,5,5,4,2,1,4,4,4,4,5,4,3,88,85
satisfied,Female,loyal,55,Business ,Eco,427,4,2,2,2,3,3,2,4,4,4,4,5,4,3,0,0
