Potability,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
safe,6.539546128,215.4452044,28979.7676,7.015365326,312.3354721,426.0834788,17.95000056,54.98387785,4.076403287
unsafe,5.386307352,212.5929905,40149.31656,8.124231912,318.7916672,355.5464203,17.34880167,64.21090504,3.662563465
unsafe,9.868877881,214.1662353,15326.85591,3.35159782,297.0841735,424.2928308,19.18844138,70.0705141,3.355489791
safe,5.141506877,111.9940275,11288.63472,5.841749874,389.2256729,315.229665,12.98247562,81.15923928,4.510578266
unsafe,7.721032688,203.3547884,35800.69927,7.683399376,312.9190444,424.9669947,18.0926083,96.44212932,4.168487102
unsafe,7.191024857,151.3066736,23781.32874,9.214409135,403.7884299,465.1268383,16.88421403,77.51544432,4.270645693
unsafe,4.624304291,121.0363186,22981.74941,8.297074094,372.0373589,260.5661636,13.05403007,66.55346544,3.424250049
unsafe,10.89348473,177.7343573,25702.51867,7.659830109,312.3993354,383.1995849,17.47210926,42.81456956,3.634970396
unsafe,6.978290868,191.8584841,26189.64706,7.279433195,317.1841649,564.6475642,19.42689332,50.50653975,4.931878079
unsafe,8.159666704,215.6482163,17068.29886,8.769621767,319.2532011,459.5411588,14.19254435,60.3737223,2.957194849
unsafe,5.575920648,223.3740073,14553.13231,9.689175439,234.6098078,252.9683278,12.24948915,59.52300261,4.294447559
safe,6.277742483,149.5632817,15751.44915,8.257751125,317.5014397,605.3983749,15.21837835,82.70347041,5.255011943
unsafe,8.313773604,196.5476964,11310.95831,5.31081523,364.4050673,607.9158477,8.457141855,76.69457951,4.290071516
unsafe,6.078335837,197.5019119,35957.79218,8.130472208,379.5277063,360.0604774,20.09841289,41.86595951,4.201580906
safe,7.12942473,178.3723523,25840.57889,7.487823264,312.9827267,323.2989152,16.40615622,69.15760946,3.418610803
unsafe,7.957768344,276.7335689,17162.39842,7.841541553,397.4319622,514.421722,14.5297793,60.55969904,3.450745892
safe,7.833361001,249.3400531,13394.73161,8.34166977,393.1378719,443.6291232,10.98334419,76.64573393,4.270973138
unsafe,8.839583902,246.0664756,21179.76259,7.717662268,343.0473837,753.3426196,16.91790079,60.43603209,3.118039454
safe,7.423586012,180.4538713,34451.98421,7.930651012,303.7901342,429.8599986,7.665923381,66.70047596,3.365397495
unsafe,6.257085791,180.4062106,13826.25791,7.075130627,346.6274674,422.6003747,11.83810568,77.83821185,3.994713697
unsafe,7.077874007,220.6705396,23873.37821,6.181839616,341.9872341,333.0507859,10.66179894,90.29777033,4.764508265
safe,4.95141352,153.2121498,20117.35906,8.985571803,391.0690454,418.3301951,11.83169084,68.38761309,3.870681285
unsafe,2.128531434,192.696422,24905.28452,7.757769765,383.5198922,473.55006530000003,14.28649324,56.34782991,3.842109417
safe,7.080193059,185.8257264,39431.11265,8.806392749,286.2238757,355.9375965,7.781493373,39.62383474,1.492206615
unsafe,5.84866707,210.4412054,33095.3896,6.095883817,312.3757858,482.4519329,11.81333769,61.93507809,4.874534246
unsafe,7.984710742,121.0673575,40709.78166,5.796841349,445.3595467,338.5099837,12.8188163,59.26919288,4.567879972
unsafe,8.846281957,188.4150006,17734.94963,6.057867647,317.1505445,419.3955691,17.11544677,60.25157823,2.925037558
safe,8.064652809,214.816681,27172.89357,6.369175394,253.4812279,490.2803526,12.45883037,65.39948447,3.324112614
safe,7.721078494,208.4385926,17248.61874,7.685369735,286.4035215,269.0136348,11.75734824,56.884528,3.22395109
unsafe,6.9641983,193.7532798,27408.49933,10.1846046,307.6945221,302.9404332,15.88964959,78.07673798,2.395683182
unsafe,6.587464617,211.1692769,28990.29785,8.883665238,267.2023922,504.908752,14.05469055,68.97647487,4.096841156
unsafe,6.581082756,217.538504,24480.6718,5.837151802,310.6329105,476.4586674,11.43423936,48.55190969,3.511369718
safe,8.416086817,208.3260218,28234.90686,7.784123049,297.3305281,444.5601085,12.64517578,78.75653284,4.93008381
unsafe,8.043889299,169.6882249,8896.195118,7.837861189,328.9398171,430.8368251,12.26349197,76.33424712,3.15994937
unsafe,6.648849186,181.6881221,30733.50384,5.961272224,343.9252223,257.7041794,17.75844368,35.29618142,4.827527398
safe,6.964225943,212.7644944,29957.19122,7.675187646,321.2508981,378.0855456,13.12769368,72.08900098,3.990437572
unsafe,9.842056294,217.8967725,6785.145303,6.028898228,333.0735457,432.3324056,12.36553807,45.82200411,4.179197763
safe,6.179312078,159.7732642,21532.51923,8.063334619,272.4408483,509.7721105,11.01054457,99.99628571,2.951960935
unsafe,5.813546488,184.0317758,10112.20732,6.536992176,309.4511867,441.5940268,11.43817528,77.50819277,3.721425933
safe,6.559252621,164.6359208,30660.20967,8.852270123,272.5242628,533.5838575,10.95830566,83.66233135,4.216315016
safe,5.361211666,171.315543,24709.72886,4.184890692,366.8149789,490.658747,15.12267225,33.1196126,1.81252894
unsafe,7.971298747,151.0329296,29827.79397,7.662153936,405.8298938,376.9122117,19.38273912,78.16013326,2.439140009
safe,5.803496976,193.2009914,19451.7676,4.146601118,255.9767456,365.477618,14.92061556,8.577012933,2.181714167
unsafe,7.833495881,220.9574326,28338.98146,9.370848444,316.2744033,462.1424242,15.33300458,57.03352177,5.580829963
unsafe,7.025305942,202.809081,23502.8578,5.2390132,335.5487189,471.1317159,13.89151934,63.75185484,5.989542791
unsafe,4.270716195,166.8377085,24405.25053,7.391510138,297.2067392,349.5189104,13.47852645,54.47483954,3.763905903
unsafe,3.854617678,131.3962531,19639.796,7.75350238,305.3829137,456.5122738,16.86472165,81.52612291,4.290435046
unsafe,6.268953337,185.7066466,24769.51139,6.717666041,318.2279422,534.5408375,13.62886544,69.13921994,4.674495973
safe,7.096047101,221.5082446,17240.02106,9.181472938,322.6168783,442.5435995,16.5762003,78.12209062,4.785637378
unsafe,6.400256164,172.2990001,15936.24736,4.935997766,340.3929304,435.4056098,11.0756218,58.36599451,4.561493819
unsafe,8.829806178,216.1221437,17732.91467,7.856311801,377.2538339,301.8959591,16.21071289,64.40935886,4.423886042
unsafe,7.057552646,177.674305,13129.14984,7.3123523520000004,367.3285333,393.7404972,16.35632043,53.84179688,4.486402627
safe,6.174750579,138.513588,21504.13882,10.860295,338.7030157,447.8054645,14.2419652,31.7059331,2.566048788
safe,10.48560365,136.5773812,32872.38057,8.399435299,276.9218348,416.1885459,18.88462465,60.07841278,4.669239858
safe,7.275908774,175.2203765,22644.76635,7.886854527,293.3098537,373.3456926,17.41168255,56.79928677,5.062297798
unsafe,7.294364433,191.7736202,41569.95199,5.311112032,321.3205511,342.5013872,13.79253517,54.46352461,3.336582332
unsafe,6.467868302,236.6946481,7656.413248,9.840948554,214.4608338,356.3478419,14.41273359,54.64117553,2.861063943
unsafe,6.109073312,191.7555714,26853.94949,9.0646128,312.2019838,375.5473617,15.51403298,73.78968301,4.881101138
safe,7.059940234,178.8053803,39484.63892,8.5911131,281.3861972,520.2728606,10.79548173,75.84754249,2.949938823
safe,8.783596632,199.9302784,19471.46544,7.415405532,319.7370094,324.9370292,16.31169636,74.5705808,3.470885424
unsafe,2.92517432,260.4580411,39233.09884,7.670149486,303.4020785,403.2437352,11.30921034,69.23844469,3.678588221
unsafe,8.205447053,145.7973174,17981.25478,6.580460164,359.3925667,420.3942228,15.85679712,100.7123059,3.73992167
unsafe,8.640886409,201.5687241,26473.71324,6.967094562,352.3065857,309.9832868,17.66508338,68.66492348,5.263101572
safe,6.376408434,182.1210382,33046.72761,5.351533189,362.3521434,350.2363264,7.59251575,66.22567378,5.404045773
safe,7.080445821,196.6589466,36966.85332,8.986784338,294.3157326,530.0529193,13.82205734,85.77722213,2.664946055
unsafe,4.713116701,209.3420509,20070.56779,6.591108949,301.9655414,354.1701813,14.02383447,89.65078816,3.923356036
safe,7.746343115,212.2746448,21670.59366,8.458102716,361.3813251,457.0141209,21.4302933,43.18880258,3.678686031
unsafe,9.871791232,114.3714503,27912.90826,8.660268825,340.0462976,490.4518347,8.517762309,64.83124835,3.652263831
unsafe,7.617524134,179.5961891,30308.23118,6.952616889,329.4224142,355.4255317,13.40075997,66.22359112,3.698317397
safe,5.495975999,150.5345189,18333.63266,7.471727772,416.8885269,300.358972,12.30019312,55.70678076,4.901038222
unsafe,4.292966858,212.8086454,30434.26912,8.630313014,333.4825401,382.922363,15.77992197,39.77551322,2.804923583
unsafe,4.349439999,157.5133609,24352.0661,5.96772234,287.0451104,432.642307,10.66725445,44.28901265,4.442711502
safe,6.18969926,224.4329493,15229.70287,5.879183845,366.5011179,649.8057646,10.25751471,71.78094926,3.02737148
unsafe,5.296578804,220.0808324,39537.08646,9.232766062,322.4335918,393.3886033,10.58333615,58.80146948,3.918469801
safe,11.89807803,228.1326732,8296.550611,9.899636695,346.6497504,500.1692103,15.48686237,63.52946012,3.024968487
safe,8.310373672,201.6516668,23260.472,9.34562133,333.2713702,292.3158365,12.02486599,63.64262026,3.493053886
unsafe,6.040281662,139.7708723,20472.87459,6.810977798,357.5932769,488.2749301,15.88225168,53.2790417,5.761580322
unsafe,6.922041828,201.4101227,16515.87217,8.463003514,357.9352223,336.0464515,20.92910324,60.52090426,4.242947216
unsafe,7.163999223,203.7815979,34226.07213,9.412034556,320.2589172,415.5775127,16.22104374,90.18420845,3.354322267
unsafe,7.371085073,207.7168244,24913.83717,9.616330437,362.30018,363.1685384,11.54266178,67.72070438,4.412589537
unsafe,6.559627885,152.1152127,22624.03418,7.761108314,387.5188104,393.820412,10.10746247,55.28667061,3.664463031
unsafe,9.925041328,238.7133934,10704.60318,6.110019418,351.5974227,405.9001841,13.55036657,59.46266898,4.703803489
unsafe,7.468617019,240.3453052,36701.97435,4.536412951,339.2213512,453.2113664,16.10651511,67.95249573,3.384178841
unsafe,4.293961235,192.360737,24600.76069,8.261635176,261.3570408,475.8764151,10.79942845,53.6198474,5.105120757
unsafe,9.250491639,184.4420107,22749.17835,7.401662765,375.0083235,436.4937616,15.40296074,44.78897033,3.996339179
unsafe,7.187765846,184.156604,31125.74043,6.377789861,352.9160163,472.2741221,14.80789339,61.96388774,3.78412078
unsafe,5.548124947,217.0182595,34006.76875,6.647425228,331.4029471,430.2696637,15.64703607,64.98064195,4.599235865
safe,7.041665417,178.2857485,25419.7695,6.772750799,316.4338541,388.339277,11.55709678,73.25622049,3.099746163
unsafe,7.726134808,233.9478637,21667.86874,6.313181872,340.2731714,472.2589937,14.39986002,36.57803789,3.720636904
unsafe,9.564853066,251.8066655,17156.33671,6.253179732,346.7052091,410.3224303,18.62712569,82.95587204,3.182805359
unsafe,7.814250247,203.3834632,24470.20426,7.631406985,321.9745697,516.6468167,17.24290912,80.65197814,4.104661963
safe,6.393231345,185.8361582,17258.11403,7.329998902,330.1321385,326.4270547,11.65039339,47.64001392,3.644388127
unsafe,5.588129751,220.8175225,8730.312436,8.32189684,300.2204275,412.7085568,6.478625964,80.63780587,3.165618482
safe,6.93365391,217.7703164,19026.01733,3.11744098,317.0668424,448.2346397,12.94363424,76.82475246,2.010728686
unsafe,5.704764776,116.2993299,33223.58153,7.05050316,297.0781535,504.378681,9.001820488,48.14703125,4.157533407
unsafe,5.05074838,191.7222061,18252.07599,8.11811515,284.2150724,373.7412285,18.04543229,91.85193802,3.930290663
safe,6.603640717,206.9197426,14598.02579,6.45214087,316.2535029,582.1106056,12.52093252,68.87249654,3.403798435
unsafe,2.803563057,186.1239242,11920.90742,8.642034107,332.7445192,447.594219,18.48218482,87.6974435,3.489938597
unsafe,7.2261272,213.3206159,23129.74806,6.19362394,304.5627763,624.2299006,16.9822557,73.73359288,4.153558901
safe,7.156424495,197.9935375,27025.20696,6.734527285,359.7105172,448.4571607,12.51197343,49.29984943,2.958414712
unsafe,6.187938054,249.5271111,12682.15094,6.253224096,263.2684163,274.7647028,14.35295526,57.62336769,3.546183202
unsafe,6.954907217,159.7663994,21895.2857,4.493900098,337.2671775,482.5982702,10.66349163,78.7635917,3.169714976
safe,6.617862257,174.2805663,33245.63059,7.02218702,326.1684795,479.9205378,15.91891223,60.33979353,4.601351198
safe,3.629922065,244.1873915,24856.63321,6.618071066,366.9678733,442.0763366,13.30288014,59.48929351,4.754826393
unsafe,6.483994508,180.4450513,29032.7811,7.301735496,326.3000979,374.6757383,17.88587726,75.93971569,2.688643285
unsafe,7.040244978,192.9559825,20988.42941,6.422359011,320.9488442,381.3573499,15.39645507,88.29846498,3.993409764
unsafe,7.710137891,174.3505766,31017.23942,8.212234308,269.8597989,437.5140661,9.320040153,51.54533466,3.898670803
safe,6.850302032,167.9850397,40588.43383,3.372369254,265.4311206,300.411744,16.00520675,72.36321679,3.08029671
safe,7.457979827,183.4613095,14733.45876,7.475273364,335.6680457,482.6371798,8.963253883,82.58133835,4.497730796
safe,8.025220021,213.5197221,15457.49866,7.669540026,318.1143946,376.3144459,9.422744515,55.45955091,4.134942729
unsafe,9.961503137,276.6997645,18743.22249,9.160739639,361.2211655,457.5515592,21.56448866,93.74033372,5.215590495
safe,8.594217251,228.1609007,29706.23422,5.924459987,257.1486504,517.844674,15.9637519,52.95002327,4.489544794
unsafe,4.797460182,190.3151268,21280.24656,6.188502912,326.7941938,357.4361934,11.71382102,63.86306846,4.038502789
safe,5.666446145,142.1478106,24383.74154,9.989551221,320.2642831,511.9540006,23.60429797,77.03048701,3.836823301
safe,6.789820821,197.3000144,22527.68121,5.166942295,399.9817546,422.4820289,15.91660513,47.93510493,4.512068205
unsafe,7.739325711,207.7643262,30412.37233,7.813966644,289.4136361,273.6971392,19.11338156,52.28110428,3.645785495
unsafe,8.518531795,128.2634658,32018.28963,6.058740241,458.4410723,554.1390374,15.97619573,87.4718213,4.147168618
safe,6.804796145,223.9957005,17196.05471,7.112622452,374.3091305,344.7183136,15.45738344,60.15134582,4.847312562
safe,6.847863212,234.9422029,24456.17489,5.596240507,334.8730462,337.5731512,9.515292142,77.29730019,4.92119573
safe,8.837786915,195.8272127,11610.20795,7.870061541,332.7590286,514.9259969,12.29161551,87.42907784,2.087080217
unsafe,7.539337776,227.3161279,12610.93631,9.507584645,345.1392345,343.2427106,12.76906982,82.82628226,5.114128668
unsafe,5.574116595,193.1580764,17546.40326,9.219973245,366.1974185,538.5325178,13.95133161,67.14203261,5.152527698
safe,7.833970824,240.8325285,25694.87371,4.300509255,301.7603856,442.7413888,16.88909788,96.89957583,4.814916877
unsafe,6.06335479,160.7673113,14775.1456,7.484103647,305.8285533,327.2702387,12.30901596,69.03845387,3.467336915
safe,7.296037734,235.7351929,36043.70664,5.19621276,377.1906657,385.6143207,17.05271326,89.62355084,4.168526118
unsafe,9.652562935,205.2060586,8508.15373,4.945416599,386.5411847,392.7674528,12.44653913,53.89803657,3.192569799
unsafe,7.725332908,252.2654912,36477.73811,8.386761008,426.5435898,339.4113267,17.48584425,60.48388466,3.724836704
unsafe,4.317187354,225.5145731,27163.45788,6.888135538,325.9336794,446.3413192,17.15294541,43.38591414,4.078277145
unsafe,6.961891686,223.595839,31101.68428,3.692065358,343.8272757,530.2214099,13.67547972,70.43496194,3.44672846
unsafe,5.690387424,241.2157295,14083.82989,5.738962367,293.4651638,498.2829782,24.75539237,70.72890232,2.988621031
safe,6.320427823,210.3100428,11682.22932,6.968422638,311.7778219,375.9645578,11.973422,62.96046258,4.553380743
unsafe,7.940713224,197.0499653,10762.93863,7.515814624,384.7911341,406.116784,16.23726535,74.6116535,2.990150891
unsafe,6.391353624,213.0178297,20965.47831,5.375559892,327.6505425,369.3381209,13.75810517,17.91572257,3.923749169
unsafe,7.5926723,177.0808395,14912.22551,6.041143672,349.2406145,355.2844423,17.16196607,42.11525693,3.341426728
safe,8.433290824,161.195283,15904.24336,8.423765853,300.1190004,479.9959053,15.30375478,71.47850077,3.631542932
unsafe,6.867301322,174.1849764,24112.15347,5.529942236,297.6555749,484.1229389,11.482687,65.30441362,3.82359504
unsafe,8.189363356,229.6084993,13197.56681,6.007956224,334.0542887,605.4657471,14.86137709,103.3228547,3.688298056
safe,8.185923417,240.9791038,23641.47203,6.611448597,318.6890104,410.1582218,13.10991087,56.91398087,3.566945145
safe,7.933067692,204.7242814,12732.88824,7.717186742,331.087177,449.6856024,15.66962824,55.40407966,4.534233043
unsafe,3.514545529,158.7320758,23029.66361,6.821679099,286.5228468,307.379142,9.712231911,79.85092857,3.762615331
unsafe,6.989442177,197.6858385,12150.72192,7.984166088,341.1001152,303.5967986,14.3308863,70.85686555,3.85304755
unsafe,4.695516141,198.9104878,24767.16711,7.879750032,353.4846738,512.8418736,19.95751342,44.34567956,4.641738491
safe,6.683367697,272.1116985,18989.31677,5.336201994,336.5551001,307.725009,20.17871618,75.40226028,5.208061134
unsafe,7.8564711,204.7834281,5619.135558,5.816703198,343.5454193,432.0431198,14.94772039,55.96161318,4.534681098
unsafe,5.492155983,176.2714037,26422.09789,8.072933638,366.6447662,500.9387879,7.609797727,59.39678681,3.294129366
unsafe,9.252856509,168.0407511,50279.26243,5.905055794,415.4508101,400.0035891,11.94985385,62.25688126,3.300585826
safe,7.064789081,188.3917252,20567.14593,7.443243199,360.3229762,656.9241278,16.27483066,84.8271826,4.401627835
unsafe,8.072612403,210.2697797,16843.36393,8.793458648,359.5161693,559.1675739,17.26357604,68.73898911,5.082206247
safe,8.082148076,185.9324194,28407.66103,7.605420788,381.7618836,402.6580222,12.83064631,86.97972392,3.373484514
safe,7.088940642,206.3641219,13839.71343,8.08824197,321.2961415,369.9693333,14.89609216,66.67465815,5.661104287
unsafe,5.386637962,206.8968059,20416.65103,7.312751933,356.3842719,525.1234713,10.21818532,70.03311943,4.320900175
safe,5.736675709,180.2909076,12683.48329,7.907876695,423.876297,415.0065756,12.3928694,83.70704536,2.741791308
safe,6.044671753,150.6710211,13593.60002,6.456238477,401.737392,392.2067414,19.82739182,43.56429261,4.914883756
unsafe,3.832917409,218.72384,23535.0289,6.475402064,352.5058976,421.183478,19.27356051,58.90369803,4.768660397
safe,8.801846046,205.407825,13121.17194,6.701766574,263.4827277,399.2835623,18.90903521,67.96334191,4.031495953
unsafe,4.922045466,197.2872066,38494.72025,9.144953298,383.2391383,357.4707042,13.12594167,61.86457965,2.291694536
safe,6.975209178,175.4210394,35701.15532,5.494254342,290.0528022,401.0588017,10.28528265,66.4205789,5.25648355
